#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3C7412B6098CEF2-1DC787F1F19F00D7
#datatype	hitsConcise Results
#status	0
#Start time	2022-04-21T02:14:00	Run time	0:00:28:52
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#2347 - >2347	superfamily	412389	51	351	5.00061e-15	75.2228	cl00459	MIT_CorA-like superfamily	 - 	 - 
Q#2348 - >2348	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#2349 - >2349	specific	214815	403	460	7.12881e-35	126.062	smart00774	WRKY	 - 	cl03892
Q#2350 - >2350	specific	397294	147	207	1.28521e-27	101.779	pfam03106	WRKY	 - 	cl03892
Q#2351 - >2351	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2351 - >2351	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2352 - >2352	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#2353 - >2353	specific	411051	20	132	1.72881e-21	83.494	cd21115	legumain_C	 - 	cl41234
Q#2354 - >2354	specific	214815	182	236	3.01471e-30	109.498	smart00774	WRKY	 - 	cl03892
Q#2355 - >2355	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#2356 - >2356	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#2357 - >2357	specific	399123	35	325	4.31563e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#2358 - >2358	specific	214815	123	180	1.01326e-38	129.914	smart00774	WRKY	 - 	cl03892
Q#2359 - >2359	superfamily	187754	173	265	1.22922e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#2359 - >2359	specific	403981	83	118	9.5053e-05	39.0045	pfam12937	F-box-like	C	cl02535
Q#2360 - >2360	specific	397294	148	203	1.91284e-32	115.261	pfam03106	WRKY	 - 	cl03892
Q#2361 - >2361	specific	214815	389	446	1.02319e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#2361 - >2361	specific	397294	222	276	2.14724e-28	106.402	pfam03106	WRKY	 - 	cl03892
Q#2362 - >2362	specific	214815	43	104	1.56835e-28	101.794	smart00774	WRKY	 - 	cl03892
Q#2365 - >2365	superfamily	408661	124	220	9.18258e-22	88.3997	cl40899	FANCL_d3 superfamily	 - 	 - 
Q#2365 - >2365	superfamily	418438	229	290	4.52834e-15	68.9945	cl17238	RING_Ubox superfamily	C	 - 
Q#2365 - >2365	superfamily	408660	31	125	9.17623e-12	60.3779	cl40898	FANCL_d2 superfamily	 - 	 - 
Q#2366 - >2366	specific	214815	128	185	3.06464e-36	121.054	smart00774	WRKY	 - 	cl03892
Q#2367 - >2367	specific	396785	9	147	2.81402e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#2368 - >2368	specific	396785	9	143	4.86148e-28	106.355	pfam02365	NAM	 - 	cl03558
Q#2369 - >2369	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#2370 - >2370	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#2370 - >2370	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2372 - >2372	specific	214815	136	196	2.15911e-22	87.542	smart00774	WRKY	 - 	cl03892
Q#2373 - >2373	superfamily	335237	89	600	0	763.386	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#2374 - >2374	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#2374 - >2374	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2375 - >2375	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#2376 - >2376	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2377 - >2377	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#2378 - >2378	specific	214815	130	189	2.57757e-36	124.521	smart00774	WRKY	 - 	cl03892
Q#2379 - >2379	specific	214815	239	297	2.4304e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2380 - >2380	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#2381 - >2381	specific	214815	122	183	7.94888e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#2382 - >2382	specific	214815	139	196	1.44739e-35	120.669	smart00774	WRKY	 - 	cl03892
Q#2383 - >2383	specific	214815	307	363	2.53491e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#2384 - >2384	specific	214815	147	205	9.73259e-34	117.588	smart00774	WRKY	 - 	cl03892
Q#2385 - >2385	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#2386 - >2386	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#2387 - >2387	specific	214815	112	171	2.47044e-33	116.432	smart00774	WRKY	 - 	cl03892
Q#2388 - >2388	specific	214815	38	163	1.02221e-20	82.1492	smart00774	WRKY	 - 	cl03892
Q#2389 - >2389	specific	214815	200	257	3.01042e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#2390 - >2390	specific	397294	114	174	4.67434e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#2391 - >2391	specific	214815	351	408	6.62886e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2391 - >2391	specific	214815	189	246	1.44341e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#2392 - >2392	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2394 - >2394	specific	214815	132	189	1.34448e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#2395 - >2395	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#2396 - >2396	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#2397 - >2397	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#2398 - >2398	specific	214815	245	303	1.92403e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2399 - >2399	specific	214815	117	177	1.95343e-33	117.202	smart00774	WRKY	 - 	cl03892
Q#2400 - >2400	specific	214815	68	125	1.93784e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#2401 - >2401	specific	396290	41	315	5.00372e-152	432.868	pfam01650	Peptidase_C13	 - 	cl00042
Q#2401 - >2401	specific	411051	348	466	9.76466e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#2402 - >2402	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#2403 - >2403	specific	214815	357	413	4.31731e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#2404 - >2404	specific	214815	250	308	4.60443e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#2404 - >2404	specific	402248	207	248	4.08811e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2405 - >2405	specific	214815	203	260	1.48293e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#2406 - >2406	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#2406 - >2406	specific	402248	283	318	1.57679e-09	52.8859	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2407 - >2407	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#2408 - >2408	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#2409 - >2409	specific	397294	522	576	9.06525e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#2409 - >2409	specific	214815	752	827	4.77505e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#2410 - >2410	specific	397294	229	287	1.87295e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#2411 - >2411	superfamily	215636	14	368	8.81496e-40	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#2411 - >2411	specific	404055	362	407	6.04296e-12	60.4548	pfam13041	PPR_2	 - 	cl38385
Q#2411 - >2411	superfamily	407303	377	527	3.76135e-10	60.1028	cl38513	PPR_long superfamily	 - 	 - 
Q#2412 - >2412	specific	214815	148	206	4.65977e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#2413 - >2413	specific	214815	139	200	3.43213e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#2414 - >2414	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#2415 - >2415	specific	397294	129	194	2.97053e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#2416 - >2416	specific	214815	144	214	2.86161e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#2417 - >2417	specific	214815	339	396	1.70845e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#2417 - >2417	specific	214815	194	249	3.25816e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#2418 - >2418	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#2419 - >2419	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#2419 - >2419	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#2420 - >2420	specific	214815	135	197	2.08485e-30	110.269	smart00774	WRKY	 - 	cl03892
Q#2422 - >2422	superfamily	413846	170	190	4.37254e-09	51.7184	cl03892	WRKY superfamily	C	 - 
Q#2423 - >2423	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#2424 - >2424	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#2425 - >2425	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#2426 - >2426	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#2427 - >2427	specific	214815	136	193	2.00598e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#2428 - >2428	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#2429 - >2429	specific	214815	409	466	8.42987e-37	131.07	smart00774	WRKY	 - 	cl03892
Q#2429 - >2429	specific	397294	237	291	1.75089e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#2430 - >2430	specific	214815	384	441	3.88152e-34	122.98	smart00774	WRKY	 - 	cl03892
Q#2430 - >2430	specific	397294	221	275	1.21614e-32	118.728	pfam03106	WRKY	 - 	cl03892
Q#2431 - >2431	specific	214815	51	112	4.34232e-32	112.195	smart00774	WRKY	 - 	cl03892
Q#2433 - >2433	specific	214815	335	392	1.06953e-36	128.373	smart00774	WRKY	 - 	cl03892
Q#2433 - >2433	specific	214815	179	234	3.06684e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#2434 - >2434	specific	215412	1	643	0	1015.39	PLN02769	PLN02769	 - 	cl30823
Q#2435 - >2435	specific	214815	907	967	5.51309e-33	121.44	smart00774	WRKY	 - 	cl03892
Q#2435 - >2435	specific	397294	1039	1097	9.84667e-32	117.958	pfam03106	WRKY	 - 	cl03892
Q#2435 - >2435	superfamily	395745	247	491	6.19349e-21	93.2127	cl26397	NB-ARC superfamily	 - 	 - 
Q#2436 - >2436	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#2437 - >2437	specific	214815	1227	1286	2.75117e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#2437 - >2437	superfamily	395745	407	640	1.16797e-15	78.19	cl26397	NB-ARC superfamily	 - 	 - 
Q#2437 - >2437	superfamily	215633	205	426	1.22954e-09	62.9698	cl33662	PLN03210 superfamily	NC	 - 
Q#2437 - >2437	superfamily	215061	783	1186	2.26955e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#2438 - >2438	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2438 - >2438	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2439 - >2439	specific	404788	582	693	4.43441e-32	120.745	pfam13962	PGG	 - 	cl16503
Q#2439 - >2439	specific	404788	9	119	2.91406e-31	118.434	pfam13962	PGG	 - 	cl16503
Q#2439 - >2439	specific	404788	190	301	1.46699e-28	110.73	pfam13962	PGG	 - 	cl16503
Q#2439 - >2439	specific	404788	429	519	1.33981e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#2439 - >2439	superfamily	404788	776	848	1.01807e-14	71.0541	cl16503	PGG superfamily	C	 - 
Q#2440 - >2440	specific	215412	48	645	0	1026.56	PLN02769	PLN02769	 - 	cl30823
Q#2441 - >2441	superfamily	419665	62	333	1.5265e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#2442 - >2442	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#2443 - >2443	specific	214815	366	423	5.0645e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2443 - >2443	specific	214815	200	255	2.5937e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#2444 - >2444	specific	214815	152	212	5.93302e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#2445 - >2445	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2446 - >2446	specific	214815	391	448	2.0814e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#2446 - >2446	specific	214815	219	274	1.75078e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#2447 - >2447	specific	214815	403	460	2.81408e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2448 - >2448	specific	214815	140	201	2.96825e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#2449 - >2449	specific	397294	147	207	1.84116e-27	101.394	pfam03106	WRKY	 - 	cl03892
Q#2450 - >2450	specific	214815	187	244	2.48282e-36	125.292	smart00774	WRKY	 - 	cl03892
Q#2451 - >2451	specific	214815	163	220	2.69982e-33	114.506	smart00774	WRKY	 - 	cl03892
Q#2452 - >2452	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#2453 - >2453	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#2454 - >2454	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#2455 - >2455	specific	214815	382	436	2.05387e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#2455 - >2455	superfamily	227489	25	181	1.43426e-08	57.2261	cl27325	ULP1 superfamily	N	 - 
Q#2456 - >2456	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#2457 - >2457	specific	396785	8	146	1.44557e-25	98.6511	pfam02365	NAM	 - 	cl03558
Q#2458 - >2458	specific	214815	198	256	6.86492e-33	116.432	smart00774	WRKY	 - 	cl03892
Q#2459 - >2459	specific	214815	192	250	1.92193e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#2460 - >2460	superfamily	335237	89	600	0	763.386	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#2461 - >2461	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#2462 - >2462	specific	214815	280	337	1.03946e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#2463 - >2463	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#2463 - >2463	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#2463 - >2463	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#2463 - >2463	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#2464 - >2464	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#2465 - >2465	specific	214815	174	231	6.65192e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#2466 - >2466	specific	214815	127	186	3.18595e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#2467 - >2467	specific	214815	69	130	2.24027e-26	97.9424	smart00774	WRKY	 - 	cl03892
Q#2468 - >2468	specific	206652	1327	1575	3.82883e-124	387.444	cd01853	Toc34_like	 - 	cl38936
Q#2469 - >2469	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#2470 - >2470	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#2470 - >2470	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2471 - >2471	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#2472 - >2472	specific	398722	179	221	3.43704e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#2473 - >2473	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#2474 - >2474	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2475 - >2475	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2475 - >2475	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2476 - >2476	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#2477 - >2477	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#2479 - >2479	specific	397294	131	190	8.81529e-28	102.55	pfam03106	WRKY	 - 	cl03892
Q#2480 - >2480	specific	214815	162	218	1.7991e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#2481 - >2481	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#2481 - >2481	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2482 - >2482	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#2483 - >2483	specific	214815	174	224	7.59401e-28	103.335	smart00774	WRKY	 - 	cl03892
Q#2484 - >2484	specific	214815	205	262	4.76141e-34	120.284	smart00774	WRKY	 - 	cl03892
Q#2485 - >2485	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#2486 - >2486	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#2487 - >2487	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#2488 - >2488	specific	206652	1327	1575	1.26693e-124	388.984	cd01853	Toc34_like	 - 	cl38936
Q#2489 - >2489	specific	404074	136	402	1.74998e-101	303.08	pfam13088	BNR_2	 - 	cl21531
Q#2490 - >2490	specific	214815	369	426	1.14631e-36	130.299	smart00774	WRKY	 - 	cl03892
Q#2491 - >2491	specific	404074	136	402	1.08516e-100	301.154	pfam13088	BNR_2	 - 	cl21531
Q#2493 - >2493	specific	214815	160	216	1.84003e-31	113.736	smart00774	WRKY	 - 	cl03892
Q#2494 - >2494	specific	214815	245	303	2.06878e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2495 - >2495	specific	214815	144	214	2.86161e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#2496 - >2496	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#2497 - >2497	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#2498 - >2498	specific	396785	10	143	1.0255e-25	102.503	pfam02365	NAM	 - 	cl03558
Q#2499 - >2499	specific	214815	136	196	2.29996e-22	87.1568	smart00774	WRKY	 - 	cl03892
Q#2500 - >2500	specific	214815	198	254	1.09454e-30	111.039	smart00774	WRKY	 - 	cl03892
Q#2501 - >2501	specific	214815	280	337	1.00889e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#2502 - >2502	specific	397294	128	193	3.24679e-25	96.0014	pfam03106	WRKY	 - 	cl03892
Q#2503 - >2503	specific	214815	69	130	1.58937e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#2504 - >2504	specific	397294	114	174	4.67434e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#2506 - >2506	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#2506 - >2506	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2507 - >2507	specific	214815	139	200	3.1873e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#2508 - >2508	specific	214815	344	400	4.00952e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#2509 - >2509	specific	214815	248	306	4.40883e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#2509 - >2509	specific	402248	205	246	4.04449e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2510 - >2510	specific	214815	123	188	4.0929e-25	94.8608	smart00774	WRKY	 - 	cl03892
Q#2511 - >2511	specific	214815	125	185	7.75424e-36	124.521	smart00774	WRKY	 - 	cl03892
Q#2513 - >2513	specific	214815	128	185	3.06464e-36	121.054	smart00774	WRKY	 - 	cl03892
Q#2514 - >2514	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#2515 - >2515	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#2515 - >2515	specific	402248	283	318	2.09472e-09	52.5007	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2516 - >2516	specific	214815	186	242	3.54539e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#2517 - >2517	specific	396290	1	133	9.33642e-63	198.282	pfam01650	Peptidase_C13	N	cl00042
Q#2517 - >2517	specific	411051	161	277	4.04125e-24	93.8943	cd21115	legumain_C	 - 	cl41234
Q#2518 - >2518	specific	397294	131	190	8.81529e-28	102.55	pfam03106	WRKY	 - 	cl03892
Q#2519 - >2519	specific	396785	9	147	3.31868e-25	100.962	pfam02365	NAM	 - 	cl03558
Q#2520 - >2520	superfamily	184918	150	213	0.000588513	40.3115	cl33039	PRK14954 superfamily	NC	 - 
Q#2521 - >2521	specific	404788	582	693	4.7924e-32	120.36	pfam13962	PGG	 - 	cl16503
Q#2521 - >2521	specific	404788	9	119	1.51718e-30	116.122	pfam13962	PGG	 - 	cl16503
Q#2521 - >2521	specific	404788	190	301	1.58545e-28	110.344	pfam13962	PGG	 - 	cl16503
Q#2521 - >2521	specific	404788	429	519	1.4202e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#2521 - >2521	superfamily	404788	776	848	1.11109e-14	71.0541	cl16503	PGG superfamily	C	 - 
Q#2522 - >2522	superfamily	173412	39	325	2.70669e-19	94.8226	cl31754	PTZ00121 superfamily	NC	 - 
Q#2523 - >2523	specific	214815	369	426	1.14631e-36	130.299	smart00774	WRKY	 - 	cl03892
Q#2524 - >2524	specific	214815	130	189	2.44341e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#2525 - >2525	specific	214815	136	193	2.00598e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#2526 - >2526	specific	214815	366	423	5.55706e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2526 - >2526	specific	214815	200	255	2.75708e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#2527 - >2527	specific	214815	54	112	6.03897e-21	80.2232	smart00774	WRKY	 - 	cl03892
Q#2528 - >2528	specific	214815	97	155	3.58907e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#2529 - >2529	specific	398722	179	221	3.21057e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#2531 - >2531	specific	214815	238	296	2.2975e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2532 - >2532	specific	214815	123	180	1.01326e-38	129.914	smart00774	WRKY	 - 	cl03892
Q#2533 - >2533	superfamily	413846	134	154	7.10283e-09	50.1776	cl03892	WRKY superfamily	C	 - 
Q#2534 - >2534	specific	214815	200	257	2.406e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2535 - >2535	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#2536 - >2536	specific	397294	3	30	6.74997e-12	56.7111	pfam03106	WRKY	N	cl03892
Q#2537 - >2537	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2538 - >2538	specific	214815	140	201	2.96825e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#2539 - >2539	specific	214815	334	391	1.01015e-36	128.758	smart00774	WRKY	 - 	cl03892
Q#2539 - >2539	specific	214815	178	233	2.90533e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#2540 - >2540	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#2541 - >2541	specific	214815	152	212	6.66993e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#2542 - >2542	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#2543 - >2543	specific	214815	381	435	1.75359e-30	112.965	smart00774	WRKY	 - 	cl03892
Q#2543 - >2543	superfamily	227489	25	181	2.22661e-08	56.4557	cl27325	ULP1 superfamily	N	 - 
Q#2544 - >2544	specific	214815	177	231	3.54251e-30	109.113	smart00774	WRKY	 - 	cl03892
Q#2545 - >2545	specific	396785	8	146	2.08455e-25	98.2659	pfam02365	NAM	 - 	cl03558
Q#2546 - >2546	specific	404074	136	402	1.74998e-101	303.08	pfam13088	BNR_2	 - 	cl21531
Q#2547 - >2547	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#2548 - >2548	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#2549 - >2549	specific	397294	147	207	1.84116e-27	101.394	pfam03106	WRKY	 - 	cl03892
Q#2550 - >2550	specific	214815	384	441	3.88152e-34	122.98	smart00774	WRKY	 - 	cl03892
Q#2550 - >2550	specific	397294	221	275	1.21614e-32	118.728	pfam03106	WRKY	 - 	cl03892
Q#2551 - >2551	specific	214815	487	544	1.20538e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#2551 - >2551	specific	214815	277	331	6.28965e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2552 - >2552	specific	206652	3230	3478	1.05266e-123	390.14	cd01853	Toc34_like	 - 	cl38936
Q#2553 - >2553	specific	214815	487	544	1.20538e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#2553 - >2553	specific	214815	277	331	6.28965e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2554 - >2554	specific	214815	143	200	7.81849e-33	116.432	smart00774	WRKY	 - 	cl03892
Q#2555 - >2555	specific	214815	351	408	6.62886e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2555 - >2555	specific	214815	189	246	1.44341e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#2556 - >2556	superfamily	187754	173	265	1.22922e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#2556 - >2556	specific	403981	83	118	9.5053e-05	39.0045	pfam12937	F-box-like	C	cl02535
Q#2557 - >2557	specific	396785	9	143	3.21081e-28	108.666	pfam02365	NAM	 - 	cl03558
Q#2558 - >2558	specific	214815	169	226	2.04218e-32	115.662	smart00774	WRKY	 - 	cl03892
Q#2559 - >2559	specific	396290	41	315	2.65176e-152	433.253	pfam01650	Peptidase_C13	 - 	cl00042
Q#2559 - >2559	specific	411051	348	466	9.4039e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#2560 - >2560	specific	214815	308	364	2.55142e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#2561 - >2561	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
